"airport","as_code","as_desc","icon_sel_url","icon_unsel_url","asc_name","asc_code","asc_desc","img_url","email","contact","url"
"Mumbai","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png"," Snack Bar Services","198","Snack Bar Services","http://airsewa.gov.in/IMG_AiportServices/2/1.jpg","swapnil@coffeedayxpress.com","8108388677",""
"Mumbai","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","Mountain Trail Foods Snack Bar Services","199","Snack Bar Services","http://airsewa.gov.in/IMG_AiportServices/2/2.jpg","karthik.g@chaipoint.com","9916023336",""
"Mumbai","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","Sarjoshi Hospitality Snack Bar Services","200","Snack Bar Services","http://airsewa.gov.in/IMG_AiportServices/2/3.jpg","aaswad1986@gmail.com","7666481481",""
"Mumbai","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","GO-GO Foods Snack Bar Services","201","Snack Bar Services","http://airsewa.gov.in/IMG_AiportServices/2/4.jpg","t2mgr@meeso.in","9819300855",""
"Mumbai","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","Saptagiri Restaurant Snack Bar Services","202","Snack Bar Services","http://airsewa.gov.in/IMG_AiportServices/2/5.jpg","saptagirirestaurantt2@gmail.com","7710007818",""
"Mumbai","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","FREE BUGGY WHEELCHAIR ON CALL","181","Special assistance is provided throughout our terminal for passengers as Senior citizens, Mother with child, expecting mothers. ","http://airsewa.gov.in/IMG_AiportServices/3/1.jpg","interterminal.ops@csia.gvk.com","Duty Terminal Manager +91 9833301319",""
"Mumbai","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","AIR INDIA WHEELCHAIR ON CALL","182","Wheel chair  Services for Air India Flyers","http://airsewa.gov.in/IMG_AiportServices/3/2.jpg","","66855115",""
"Mumbai","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","JET AIRWAYS WHEELCHAIR ON CALL","183","Wheel chair  Services for Jet Airways Flyers","http://airsewa.gov.in/IMG_AiportServices/3/3.jpg","","66855167",""
"Mumbai","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","INDIGO WHEELCHAIR ON CALL","184","Wheel chair  Services for Indigo Flyers","http://airsewa.gov.in/IMG_AiportServices/3/4.jpg","","66859271 - International",""
"Mumbai","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","BWFS WHEELCHAIR ON CALL","185","providing wheelchair service to following airlines            1. Iran Air
2. Kenya Airways
3. Malindo Air
4. EL-AL Airlines
5. Oman Air
6. Lufthansa
7. Swiss
","http://airsewa.gov.in/IMG_AiportServices/3/5.jpg","","66859449",""
"Mumbai","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","CELEBI NAS WHEELCHAIR ON CALL","186","providing wheelchair service to following airlines.               1. Etihad
2. Air France
3. Air Arabia
4. Thai Airways
 5. Srilankan Airlines
6. Qatar Airways
7. Turkish Airlines
8. Bangkok Airways
9. Ethiopian
10 Gulf Air
11. Air Seychelles.
12. Iraqi
13. Saudi Arabian Airlines
14. Fly dubai
15. Air china
16. Air vistara
17. British Airways
18. Singapore Airlines
19. Cathay Pacific
20. Egypt Air
","http://airsewa.gov.in/IMG_AiportServices/3/6.jpg","","66859396",""
"Mumbai","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Baby Stroller WHEELCHAIR ON CALL","187","free baby stroller for children under the age of 2 years","http://airsewa.gov.in/IMG_AiportServices/3/7.jpg","interterminal.ops@csia.gvk.com","Duty Terminal Manager +91 9833301319",""
"Mumbai","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Emergency  WHEELCHAIR ON CALL","188","Any emergency at CSIA","http://airsewa.gov.in/IMG_AiportServices/3/8.jpg","","66850108",""
"Mumbai","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","Airport cab services","203","Prepaid & Cool Cab Services","http://airsewa.gov.in/IMG_AiportServices/4/1.jpg","","8879275239",""
"Mumbai","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","MERU CABs services","204","MERU CAB Service","http://airsewa.gov.in/IMG_AiportServices/4/2.jpg","","9892008022",""
"Mumbai","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","TAB CAB services","205","TAB CAB Services","http://airsewa.gov.in/IMG_AiportServices/4/3.jpg","","7738891598",""
"Mumbai","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","Easy Cab  services","206","Easy Cab Services","http://airsewa.gov.in/IMG_AiportServices/4/4.jpg","","8424006269",""
"Mumbai","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","Mumbai Pune Taxi Service","207","Mumbai Pune Taxi Service","http://airsewa.gov.in/IMG_AiportServices/4/5.jpg","","9773391455",""
"Mumbai","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","Shree Sai car rental services","208","Car Rental Services","http://airsewa.gov.in/IMG_AiportServices/4/6.jpg","","9819791320",""
"Mumbai","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","Akbar Travel car rental services","209","Car Rental Services","http://airsewa.gov.in/IMG_AiportServices/4/7.jpg","","9833550445",""
"Mumbai","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","Soft Enterprise car rental services","210","Car Rental Services","http://airsewa.gov.in/IMG_AiportServices/4/8.jpg","","9004244511",""
"Mumbai","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","Krystal cab services","211","Prepaid & Cool Cab Services","http://airsewa.gov.in/IMG_AiportServices/4/1.jpg","","9819514298",""
"Calicut","1","Wi-fi","http://airsewa.gov.in/IMG_AiportServices/wi-fi_select.png","http://airsewa.gov.in/IMG_AiportServices/wi-fi_unselect.png","WiFi Services","65","Free wifi by bsnl for 15 minutes per month per mobile number. ","http://airsewa.gov.in/IMG_AiportServices/1/1.jpg","bdmalappuram@gmail.com","9446496688",""
"Calicut","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","Relaxing Services","66","Retiring Rooms (02 nos)","http://airsewa.gov.in/IMG_AiportServices/2/1.jpg","itm.cl@aai.aero","0483-2719491",""
"Calicut","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","KPM Regency Snack Bar Services","67","Airport Snack Bar Services","http://airsewa.gov.in/IMG_AiportServices/2/2.jpg","naazassociates@gmail.com","9447189656",""
"Calicut","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","Naaz Associates Snack Bar Services","68","Airport Snack Bar Services","http://airsewa.gov.in/IMG_AiportServices/2/3.jpg","naazassociates@gmail.com","9447189657",""
"Calicut","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","Sea queen Snack Bar Services","69","Airport Snack Bar Services","http://airsewa.gov.in/IMG_AiportServices/2/4.jpg","","",""
"Calicut","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","Naaz Associates Drinks Services","70","Tea/Coffee/Cool Drinks Vending Machine -City side ITB","http://airsewa.gov.in/IMG_AiportServices/2/5.jpg","naazassociates@gmail.com","9447189656",""
"Calicut","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","Mohammed Basheer Snack Bar Services","71","Tender Coconut Stall -City side ITB","http://airsewa.gov.in/IMG_AiportServices/2/6.jpg","","9048642627",""
"Calicut","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","Famous Backery","72","Branded Fast Food Services -City side ITB","http://airsewa.gov.in/IMG_AiportServices/2/7.jpg","","9446963568",""
"Calicut","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png"," KPM Regency Snack Bar Services","73","Snack Bar Services - in DTB","http://airsewa.gov.in/IMG_AiportServices/2/8.jpg","naazassociates@gmail.com","9447189656",""
"Calicut","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","Airport Restraunt Services","74","Airport Restauarant Services- SHA of ITB","http://airsewa.gov.in/IMG_AiportServices/2/1.jpg","eticketcounter@alhindonline.com","9446005888",""
"Calicut","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Ethihad Airways Wheelchair On call","57","Wheelchair Services  for Ethihaad Airways Flyers","http://airsewa.gov.in/IMG_AiportServices/3/1.jpg","dutymanagerccj@ethihad.ae","9745607098",""
"Calicut","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","AIR INDIA WHEELCHAIR ON CALL","58","Wheelchair Services  for Air India Flyers","http://airsewa.gov.in/IMG_AiportServices/3/2.jpg","apm.ccj@airindia.in","9447644634",""
"Calicut","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Spicejet Wheelchair On Call","59","Wheelchair Services  for Spice Jet Flyers","http://airsewa.gov.in/IMG_AiportServices/3/3.jpg","airport.ccj@spicejet.com","9745004147",""
"Calicut","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Indigo Wheelchair On Call","60","Wheelchair Services  for Indigo Flyers","http://airsewa.gov.in/IMG_AiportServices/3/4.jpg","ccj.ops@goindigo.in","9946106529",""
"Calicut","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Jetairways Wheelchair On Call","61","Wheelchair Services  for Jet Airways Flyers","http://airsewa.gov.in/IMG_AiportServices/3/5.jpg","ccjapt.service@jetairways.com","9995006397",""
"Calicut","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Air Arabia Wheelchair On Call","62","Wheelchair Services  for Air Arabia Flyers","http://airsewa.gov.in/IMG_AiportServices/3/6.jpg","ccja@airarabia.com","9995808952",""
"Calicut","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Qatar Airways Wheelchair On Call","63","Wheelchair Services  for Qatar Airways Flyers","http://airsewa.gov.in/IMG_AiportServices/3/7.jpg","ccjkkqr@in.qatarairways.com","0483-2715514 ",""
"Calicut","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Oman Airways Wheelchair On Call","64","Wheelchair Services  for Oman Airways Flyers","http://airsewa.gov.in/IMG_AiportServices/3/8.jpg","apt.ccj@omanair.com","8592909069",""
"Calicut","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","KSRTC","75","Public Transpotation Services","http://airsewa.gov.in/IMG_AiportServices/4/1.jpg","kkd@kerala.gov.in","0495 272 3796","www.keralartc.com/"
"Calicut","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","Taxi Services","76","Pre-Paid Taxi Service","http://airsewa.gov.in/IMG_AiportServices/4/2.jpg","","9847657170",""
"Calicut","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","Sri Akhai Parking  Services","77","Parking Service","http://airsewa.gov.in/IMG_AiportServices/4/3.jpg","cramchandr@gmail.com","9629793422",""
"Kolkata","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","Travel Food Services","256","TFS is committed to providing travelers with a world-class travel experience through its deep understanding of the intricate and varied requirements of both Indian and global travelers, decades of expertise in the F&B industry, and a plethora of exciting and sophisticated concepts that offer variety and value to its customers.TFS has partnered with the largest and most recognized F&B brands in India and the world such as KFC, Dominos, Pizza Hut, Subway, The Coffee Bean & Tea Leaf, Caf̩ Coffee Day and Haagen Dazs to name a few. Detailed list of associate partners is given below :","http://airsewa.gov.in/IMG_AiportServices/2/1.jpg","info@travelfoodservices.com","033 - 4322 4322  ","https://www.travelfoodservices.com/contact-tfs.htm"
"Kolkata","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Spicejet Wheelchair On Call","241","Wheel chair on call services for Spicejet flyers","http://airsewa.gov.in/IMG_AiportServices/3/1.jpg","","9871803333",""
"Kolkata","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Indigo Wheelchair On Call","242","Wheel chair on call services for Indigo Airlines flyers","http://airsewa.gov.in/IMG_AiportServices/3/2.jpg","","033-25119072",""
"Kolkata","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Go Air Wheelchair On Call","243","Wheel chair on call services for Go Airlines flyers","http://airsewa.gov.in/IMG_AiportServices/3/3.jpg","","033-25118468",""
"Kolkata","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Jet Airways Wheelchair On Call","244","Wheel chair on call services for Jet Airways flyers","http://airsewa.gov.in/IMG_AiportServices/3/4.jpg","","033-39893333",""
"Kolkata","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Air India Wheelchair On Call","245","Wheel chair on call services for Air India flyers","http://airsewa.gov.in/IMG_AiportServices/3/5.jpg","","033-25118933",""
"Kolkata","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Biman Bangladesh Wheelchair On Call","246","Wheel chair on call services for Biman Bangladesh Airlines flyers","http://airsewa.gov.in/IMG_AiportServices/3/6.jpg","","033-22266672",""
"Kolkata","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Drukair Wheelchair On Call","247","Wheel chair on call services for Drukair Airlines flyers","http://airsewa.gov.in/IMG_AiportServices/3/7.jpg","","033-22805376",""
"Kolkata","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","DragonAir Wheelchair On Call","248","Wheel chair on call services for DragonAir flyers","http://airsewa.gov.in/IMG_AiportServices/3/8.jpg","","18002091616",""
"Kolkata","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Air China Wheelchair On Call","249","Wheel chair on call services for Air China flyers","http://airsewa.gov.in/IMG_AiportServices/3/1.jpg","","033-40448887",""
"Kolkata","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Air Emirates Wheelchair On Call","250","Wheel chair on call services for Air Emirates flyers","http://airsewa.gov.in/IMG_AiportServices/3/2.jpg","","033-33773377",""
"Kolkata","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Qatar Airways Wheelchair On Call","251","Wheel chair on call services for Qatar Airways flyers","http://airsewa.gov.in/IMG_AiportServices/3/3.jpg","","033-25118087",""
"Kolkata","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Singapore Airlines Wheelchair On Call","252","Wheel chair on call services for Singapore Airlines flyers","http://airsewa.gov.in/IMG_AiportServices/3/4.jpg","","033-25118179",""
"Kolkata","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Thai Airways Wheelchair On Call","253","Wheel chair on call services for Thai Airways flyers","http://airsewa.gov.in/IMG_AiportServices/3/5.jpg","","033-25118189",""
"Kolkata","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Bhutan Airlines Wheelchair On Call","254","Wheel chair on call services for Bhutan Airlines flyers","http://airsewa.gov.in/IMG_AiportServices/3/6.jpg","","9830183379",""
"Kolkata","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Regent Airlines Wheelchair On Call","255","Wheel chair on call services for Regent Airlines flyers","http://airsewa.gov.in/IMG_AiportServices/3/7.jpg","","9674111737",""
"Kolkata","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","Taxi Services","257","Pre-paid Taxis (Yellow Taxi) are available at NSCBI Airport on 24 x 7 basis and are being managed by Bidhannagar Police commisionerate. Pre-paid Taxi counters are available in Arrival Level between Gates 3 & 4. ","http://airsewa.gov.in/IMG_AiportServices/4/1.jpg","","Taxi Booth: 033- 25111201  
",""
"Kolkata","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","Mega Cabs","258","Mega cabs (Kolkata Call Taxi) Radio-taxi services from/to Terminal-2 of NSCBI Airport are available round the clock. Arriving passengers can avail the services at the Megacabs counters available in the Arrival Lower Level. Passengers/visitors coming to the Airport from city can book the cabs through phone or website","http://airsewa.gov.in/IMG_AiportServices/4/2.jpg","","033-41414141","http://www.megacabs.com/ "
"Kolkata","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","Rental Car","259","Car Rental counter operated by Wenz International Private Limited is located in the Arrival Level and is open round the clock. Wenz offers a wide range of vehicles, with a choice of sizes and styles","http://airsewa.gov.in/IMG_AiportServices/4/3.jpg","info@wenzcars.com","033-2570 7979","http://www.wenzcars.com/ "
"Kolkata","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","WBSTC - Volvo Bus Service Operator ","260","West Bengal Surface Transport Corporation (WBSTC) is operating Air Conditioned bus (Volvo, Marcopolo etc.) service between Airport and various locations in Kolkata viz. Howrah, Esplanade, Garia, Santragachi&Tollygunge at regular intervals and at very reasonable charges. The bus service starts at 0800 Hrs and the last bus departs from Airport at 2130 Hrs","http://airsewa.gov.in/IMG_AiportServices/4/4.jpg","","033- 25118238","http://cstc.org.in/"
"Coimbatore","1","Wi-fi","http://airsewa.gov.in/IMG_AiportServices/wi-fi_select.png","http://airsewa.gov.in/IMG_AiportServices/wi-fi_unselect.png","WiFi Services","161","WiFi Services","http://airsewa.gov.in/IMG_AiportServices/1/1.jpg","yasar-arafath@quadgenwireless.com","9942397666","www.bsnl.co.in"
"Coimbatore","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","Canara Cafeteria","162","Restruant and Food Service","http://airsewa.gov.in/IMG_AiportServices/2/1.jpg","canara-cafeteria@gmail.com","0422 2577498",""
"Coimbatore","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","AIR INDIA WHEELCHAIR ON CALL","154","Wheel Chair Services for AirIndia Flyers","http://airsewa.gov.in/IMG_AiportServices/3/1.jpg","cjb.apt@airindia.in","0422-2574672","www.airindia.in"
"Coimbatore","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","SILK AIR WHEELCHAIR ON CALL","155","Wheel Chair Services for Silk Air Flyers","http://airsewa.gov.in/IMG_AiportServices/3/2.jpg","","0422-4370271","www.silkair.com"
"Coimbatore","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","AIR ARABIA WHEELCHAIR ON CALL","156","Wheel Chair Services for Air Arabia Flyers","http://airsewa.gov.in/IMG_AiportServices/3/3.jpg","reuben.amrithraj@bhadra.in","0422-2599462","www.airarabia.com"
"Coimbatore","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","INDIGO AIRLINES WHEELCHAIR ON CALL","157","Wheel Chair Services for Indigo Airlines Flyers","http://airsewa.gov.in/IMG_AiportServices/3/4.jpg","praveen.abraham@goindigo.in","0422-2574428","www.goindigo.in"
"Coimbatore","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","JET AIRWAYS WHEELCHAIR ON CALL","158","Wheel Chair Services for Jet Airwaya Flyers","http://airsewa.gov.in/IMG_AiportServices/3/5.jpg","craj@jetairways.com","0422-2575275","www.jetairways.com"
"Coimbatore","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","SPICE JET WHEELCHAIR ON CALL","159","Wheel Chair Services for Spice Jet Flyers","http://airsewa.gov.in/IMG_AiportServices/3/6.jpg","cn.kishore@spicejet.com","0422-2575425","www.spicejet.com"
"Coimbatore","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","AIR CARNIVAL WHEELCHAIR ON CALL","160","Wheel Chair Services for Air Carnival Flyers","http://airsewa.gov.in/IMG_AiportServices/3/7.jpg","manager-airportops@aircarnival.in","0422-2595984","aircarnival.in"
"Coimbatore","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","Kovai Taxi services","163","Transportation Services","http://airsewa.gov.in/IMG_AiportServices/4/1.jpg","kovaiairporttaxi@gmail.com ","9976494000","www.kovaiairporttaxi.com"
"Coimbatore","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","SS PArking Services","164","PAY & PARK","http://airsewa.gov.in/IMG_AiportServices/4/2.jpg","ssmultiservices187@gmail.com","097025 28367",""
"Kochi","1","Wi-fi","http://airsewa.gov.in/IMG_AiportServices/wi-fi_select.png","http://airsewa.gov.in/IMG_AiportServices/wi-fi_unselect.png","Wi Fi Services","214","CIAL FREE WI FI - Enjoy your complimentary Wi Fi for 100 MB data","http://airsewa.gov.in/IMG_AiportServices/1/1.jpg","anoop.suresh@airtel.com","9895611155","http://192.168.56.204/user/welcome.php"
"Kochi","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","Anna Caf̩ Snack Bar Services","215","Domestic departure Snack Bar
Canopy Food Court","http://airsewa.gov.in/IMG_AiportServices/2/1.jpg","annacafe.cial@gmail.com","9995512901","www.annacafe.in"
"Kochi","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","Skyber Caf̩ Snack Bar Services","216","Domestic departure Snack Bar
International Departure Snack Bar
International Departure Food Court","http://airsewa.gov.in/IMG_AiportServices/2/2.jpg","","9446086060",""
"Kochi","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","Anjali Hotels services","217","International Departure Executive Lounge
International Departure Lounge Bar
Live food counter International Departure","http://airsewa.gov.in/IMG_AiportServices/2/3.jpg","corporatefinance@cafs.in","0484 2610266",""
